group,inference,index,offset,raw,frame_id,flags,clean_standard_encoding,log_presence,known_classification,observed_count,observed_dlcs,observed_files
Group A,BCM transmit / periodic output / body-base table,130,0x01E07C,0x03C40000,0x0F1,0x00000,yes,combined+misc+native_body,known_native_body;ipc_body_target,86790,6:86790,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,0,0x01E830,0x04000000,0x100,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,1,0x01E834,0x83FFE000,0x0FF,0x3E000,no,not_observed,,0,,
Group B,BCM receive filter / input table,2,0x01E838,0x807BA000,0x01E,0x3A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,3,0x01E83C,0x807B6000,0x01E,0x36000,no,not_observed,,0,,
Group B,BCM receive filter / input table,4,0x01E840,0x807A0000,0x01E,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,5,0x01E844,0x80792000,0x01E,0x12000,no,not_observed,,0,,
Group B,BCM receive filter / input table,6,0x01E848,0x80770000,0x01D,0x30000,no,not_observed,,0,,
Group B,BCM receive filter / input table,7,0x01E84C,0x8076C000,0x01D,0x2C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,8,0x01E850,0x80768000,0x01D,0x28000,no,not_observed,,0,,
Group B,BCM receive filter / input table,9,0x01E854,0x80760000,0x01D,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,10,0x01E858,0x8075E000,0x01D,0x1E000,no,not_observed,,0,,
Group B,BCM receive filter / input table,11,0x01E85C,0x80734000,0x01C,0x34000,no,not_observed,,0,,
Group B,BCM receive filter / input table,12,0x01E860,0x8072A000,0x01C,0x2A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,13,0x01E864,0x80726000,0x01C,0x26000,no,not_observed,,0,,
Group B,BCM receive filter / input table,14,0x01E868,0x80724000,0x01C,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,15,0x01E86C,0x80720000,0x01C,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,16,0x01E870,0x80712000,0x01C,0x12000,no,not_observed,,0,,
Group B,BCM receive filter / input table,17,0x01E874,0x80710000,0x01C,0x10000,no,not_observed,,0,,
Group B,BCM receive filter / input table,18,0x01E878,0x8070C000,0x01C,0x0C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,19,0x01E87C,0x803DA000,0x00F,0x1A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,20,0x01E880,0x803D8000,0x00F,0x18000,no,not_observed,,0,,
Group B,BCM receive filter / input table,21,0x01E884,0x803D6000,0x00F,0x16000,no,not_observed,,0,,
Group B,BCM receive filter / input table,22,0x01E888,0x803BC000,0x00E,0x3C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,23,0x01E88C,0x803B8000,0x00E,0x38000,no,not_observed,,0,,
Group B,BCM receive filter / input table,24,0x01E890,0x80388000,0x00E,0x08000,no,not_observed,,0,,
Group B,BCM receive filter / input table,25,0x01E894,0x80386000,0x00E,0x06000,no,not_observed,,0,,
Group B,BCM receive filter / input table,26,0x01E898,0x80384000,0x00E,0x04000,no,not_observed,,0,,
Group B,BCM receive filter / input table,27,0x01E89C,0x80380000,0x00E,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,28,0x01E8A0,0x80346000,0x00D,0x06000,no,not_observed,,0,,
Group B,BCM receive filter / input table,29,0x01E8A4,0x80340000,0x00D,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,30,0x01E8A8,0x80336000,0x00C,0x36000,no,not_observed,,0,,
Group B,BCM receive filter / input table,31,0x01E8AC,0x1FE40000,0x7F9,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,32,0x01E8B0,0x09040000,0x241,0x00000,yes,not_observed,priority_xref_target,0,,
Group B,BCM receive filter / input table,33,0x01E8B4,0x04040000,0x101,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,34,0x01E8B8,0x808E0000,0x023,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,35,0x01E8BC,0x807B2000,0x01E,0x32000,no,not_observed,,0,,
Group B,BCM receive filter / input table,36,0x01E8C0,0x80774000,0x01D,0x34000,no,not_observed,,0,,
Group B,BCM receive filter / input table,37,0x01E8C4,0x805A0000,0x016,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,38,0x01E8C8,0x8036A000,0x00D,0x2A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,39,0x01E8CC,0x80366000,0x00D,0x26000,no,not_observed,,0,,
Group B,BCM receive filter / input table,40,0x01E8D0,0x80324000,0x00C,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,41,0x01E8D4,0x80320000,0x00C,0x20000,no,not_observed,,0,,
Group B,BCM receive filter / input table,42,0x01E8D8,0x80308000,0x00C,0x08000,no,not_observed,,0,,
Group B,BCM receive filter / input table,43,0x01E8DC,0x80306000,0x00C,0x06000,no,not_observed,,0,,
Group B,BCM receive filter / input table,44,0x01E8E0,0x80304000,0x00C,0x04000,no,not_observed,,0,,
Group B,BCM receive filter / input table,45,0x01E8E4,0x802AC000,0x00A,0x2C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,46,0x01E8E8,0x802AA000,0x00A,0x2A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,47,0x01E8EC,0x802A8000,0x00A,0x28000,no,not_observed,,0,,
Group B,BCM receive filter / input table,48,0x01E8F0,0x80268000,0x009,0x28000,no,not_observed,,0,,
Group B,BCM receive filter / input table,49,0x01E8F4,0x8024E000,0x009,0x0E000,no,not_observed,,0,,
Group B,BCM receive filter / input table,50,0x01E8F8,0x80244000,0x009,0x04000,no,not_observed,,0,,
Group B,BCM receive filter / input table,51,0x01E8FC,0x8023C000,0x008,0x3C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,52,0x01E900,0x80224000,0x008,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,53,0x01E904,0x80AE8000,0x02B,0x28000,no,not_observed,,0,,
Group B,BCM receive filter / input table,54,0x01E908,0x80AE6000,0x02B,0x26000,no,not_observed,,0,,
Group B,BCM receive filter / input table,55,0x01E90C,0x80AE4000,0x02B,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,56,0x01E910,0x80AD8000,0x02B,0x18000,no,not_observed,,0,,
Group B,BCM receive filter / input table,57,0x01E914,0x80AD6000,0x02B,0x16000,no,not_observed,,0,,
Group B,BCM receive filter / input table,58,0x01E918,0x80AD4000,0x02B,0x14000,no,not_observed,,0,,
Group B,BCM receive filter / input table,59,0x01E91C,0x80A2C000,0x028,0x2C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,60,0x01E920,0x80A04000,0x028,0x04000,no,not_observed,,0,,
Group B,BCM receive filter / input table,61,0x01E924,0x80870000,0x021,0x30000,no,not_observed,,0,,
Group B,BCM receive filter / input table,62,0x01E928,0x80868000,0x021,0x28000,no,not_observed,,0,,
Group B,BCM receive filter / input table,63,0x01E92C,0x8084A000,0x021,0x0A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,64,0x01E930,0x80814000,0x020,0x14000,no,not_observed,,0,,
Group B,BCM receive filter / input table,65,0x01E934,0x80812000,0x020,0x12000,no,not_observed,,0,,
Group B,BCM receive filter / input table,66,0x01E938,0x806DC000,0x01B,0x1C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,67,0x01E93C,0x806D8000,0x01B,0x18000,no,not_observed,,0,,
Group B,BCM receive filter / input table,68,0x01E940,0x806D4000,0x01B,0x14000,no,not_observed,,0,,
Group B,BCM receive filter / input table,69,0x01E944,0x806AA000,0x01A,0x2A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,70,0x01E948,0x8066E000,0x019,0x2E000,no,not_observed,,0,,
Group B,BCM receive filter / input table,71,0x01E94C,0x80624000,0x018,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,72,0x01E950,0x80608000,0x018,0x08000,no,not_observed,,0,,
Group B,BCM receive filter / input table,73,0x01E954,0x80440000,0x011,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,74,0x01E958,0x8043C000,0x010,0x3C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,75,0x01E95C,0x80430000,0x010,0x30000,no,not_observed,,0,,
Group B,BCM receive filter / input table,76,0x01E960,0x80424000,0x010,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,77,0x01E964,0x80412000,0x010,0x12000,no,not_observed,,0,,
Group B,BCM receive filter / input table,78,0x01E968,0x8040A000,0x010,0x0A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,79,0x01E96C,0x802FA000,0x00B,0x3A000,no,not_observed,,0,,
Group B,BCM receive filter / input table,80,0x01E970,0x802F8000,0x00B,0x38000,no,not_observed,,0,,
Group B,BCM receive filter / input table,81,0x01E974,0x802EC000,0x00B,0x2C000,no,not_observed,,0,,
Group B,BCM receive filter / input table,82,0x01E978,0x802E4000,0x00B,0x24000,no,not_observed,,0,,
Group B,BCM receive filter / input table,83,0x01E97C,0x80282000,0x00A,0x02000,no,not_observed,,0,,
Group B,BCM receive filter / input table,84,0x01E980,0x0D880000,0x362,0x00000,yes,combined+misc+native_body,,16525,4:16525,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,85,0x01E984,0x04000000,0x100,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,86,0x01E988,0x1FC40000,0x7F1,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,87,0x01E98C,0x14400000,0x510,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,88,0x01E990,0x14000000,0x500,0x00000,yes,combined+misc+native_body,,831,4:831,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,89,0x01E994,0x13C40000,0x4F1,0x00000,yes,misc,priority_xref_target,13,8:13,test_capture.txt
Group B,BCM receive filter / input table,90,0x01E998,0x13440000,0x4D1,0x00000,yes,combined+ecu_stream+misc,known_ecu_stream;rx_handler_target;priority_xref_target,18720,8:18720,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;test_capture.txt
Group B,BCM receive filter / input table,91,0x01E99C,0x13240000,0x4C9,0x00000,yes,misc,,34,8:34,test_capture.txt
Group B,BCM receive filter / input table,92,0x01E9A0,0x13040000,0x4C1,0x00000,yes,combined+ecu_stream+misc,known_ecu_stream;rx_handler_target;priority_xref_target,18732,8:18732,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;test_capture.txt
Group B,BCM receive filter / input table,93,0x01E9A4,0x0FEC0000,0x3FB,0x00000,yes,misc,,56,3:56,test_capture.txt
Group B,BCM receive filter / input table,94,0x01E9A8,0x0FE40000,0x3F9,0x00000,yes,combined+ecu_stream+misc,known_ecu_stream,18744,8:18744,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;test_capture.txt
Group B,BCM receive filter / input table,95,0x01E9AC,0x0FA40000,0x3E9,0x00000,yes,combined+ecu_stream+misc,known_ecu_stream;rx_handler_target;priority_xref_target,18900,8:18900,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;test_capture.txt
Group B,BCM receive filter / input table,96,0x01E9B0,0x0F840000,0x3E1,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,97,0x01E9B4,0x0F440000,0x3D1,0x00000,yes,combined+ecu_stream+misc,known_ecu_stream;rx_handler_target;priority_xref_target,18844,8:18844,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;test_capture.txt
Group B,BCM receive filter / input table,98,0x01E9B8,0x0F040000,0x3C1,0x00000,yes,misc,,165,8:165,test_capture.txt
Group B,BCM receive filter / input table,99,0x01E9BC,0x0DF80000,0x37E,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,100,0x01E9C0,0x0DF40000,0x37D,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,101,0x01E9C4,0x0DF00000,0x37C,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,102,0x01E9C8,0x0DC00000,0x370,0x00000,yes,combined+misc+native_body,,16508,6:16508,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,103,0x01E9CC,0x0D940000,0x365,0x00000,yes,combined+misc+native_body,,16587,4:16587,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,104,0x01E9D0,0x0D540000,0x355,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,105,0x01E9D4,0x0D400000,0x350,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,106,0x01E9D8,0x0D280000,0x34A,0x00000,yes,combined+misc+native_body,,16642,5:16642,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,107,0x01E9DC,0x0D200000,0x348,0x00000,yes,combined+misc+native_body,,16605,5:16605,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,108,0x01E9E0,0x0CC80000,0x332,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,109,0x01E9E4,0x0CC40000,0x331,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,110,0x01E9E8,0x0C900000,0x324,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,111,0x01E9EC,0x0BE40000,0x2F9,0x00000,yes,combined+misc+native_body,,16653,7:16653,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,112,0x01E9F0,0x09040000,0x241,0x00000,yes,not_observed,priority_xref_target,0,,
Group B,BCM receive filter / input table,113,0x01E9F4,0x08E80000,0x23A,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,114,0x01E9F8,0x08D00000,0x234,0x00000,yes,combined+misc+native_body,,8291,4:8291,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,115,0x01E9FC,0x05C00000,0x170,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,116,0x01EA00,0x14080000,0x502,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,117,0x01EA04,0x133C0000,0x4CF,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,118,0x01EA08,0x130C0000,0x4C3,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,119,0x01EA0C,0x0FF00000,0x3FC,0x00000,yes,misc,,41,8:41,test_capture.txt
Group B,BCM receive filter / input table,120,0x01EA10,0x0F640000,0x3D9,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,121,0x01EA14,0x0DE80000,0x37A,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,122,0x01EA18,0x08C80000,0x232,0x00000,yes,combined+misc+native_body,,41493,7:41493,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,123,0x01EA1C,0x08C00000,0x230,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,124,0x01EA20,0x08600000,0x218,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,125,0x01EA24,0x08580000,0x216,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,126,0x01EA28,0x08500000,0x214,0x00000,yes,combined+misc+native_body,,16584,6:16584,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,127,0x01EA2C,0x08480000,0x212,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,128,0x01EA30,0x07E40000,0x1F9,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,129,0x01EA34,0x07D40000,0x1F5,0x00000,yes,combined+ecu_stream+misc,known_ecu_stream,19135,8:19135,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;test_capture.txt
Group B,BCM receive filter / input table,130,0x01EA38,0x07D00000,0x1F4,0x00000,yes,misc,,842,8:842,test_capture.txt
Group B,BCM receive filter / input table,131,0x01EA3C,0x07A80000,0x1EA,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,132,0x01EA40,0x07A40000,0x1E9,0x00000,yes,combined+misc+native_body,,41679,8:41679,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,133,0x01EA44,0x07940000,0x1E5,0x00000,yes,combined+misc+native_body,,82968,8:82968,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,134,0x01EA48,0x073C0000,0x1CF,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,135,0x01EA4C,0x07100000,0x1C4,0x00000,yes,misc,,806,8:806,test_capture.txt
Group B,BCM receive filter / input table,136,0x01EA50,0x070C0000,0x1C3,0x00000,yes,misc,,397,8:397,test_capture.txt
Group B,BCM receive filter / input table,137,0x01EA54,0x06740000,0x19D,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,138,0x01EA58,0x06140000,0x185,0x00000,yes,combined+misc+native_body,,41102,2:41102,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,139,0x01EA5C,0x06080000,0x182,0x00000,yes,combined+misc+native_body,,8285,3:8285,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,140,0x01EA60,0x05FC0000,0x17F,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,141,0x01EA64,0x05F40000,0x17D,0x00000,yes,combined+misc+native_body,,8318,6:8318,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,142,0x01EA68,0x05D00000,0x174,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,143,0x01EA6C,0x05200000,0x148,0x00000,yes,combined+misc+native_body,,834,1:834,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,144,0x01EA70,0x04040000,0x101,0x00000,yes,not_observed,,0,,
Group B,BCM receive filter / input table,145,0x01EA74,0x03240000,0x0C9,0x00000,yes,combined+ecu_stream+misc,known_ecu_stream;rx_handler_target;priority_xref_target,191798,8:191798,corsa_e_ecumaster.candump;corsa_e_no_ecu_streams.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;test_capture.txt
Group B,BCM receive filter / input table,146,0x01EA78,0x03140000,0x0C5,0x00000,yes,combined+misc+native_body,,86869,8:86869,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
Group B,BCM receive filter / input table,147,0x01EA7C,0x03040000,0x0C1,0x00000,yes,combined+misc+native_body,,88482,8:88482,corsa_e_ecumaster.candump;corsa_e_opc_ecumaster_bcm_combined_keyoff.candump;corsa_e_opc_ecumaster_bcm_combined_keyon.candump;corsa_e_opc_ecumaster_bcm_combined_keyon_startcar.candump;corsa_e_opc_ecumaster_read.candump;corsa_e_opc_ecumaster_read_engine_running.candump;test_capture.txt
